Season,Episode,Game,Round,A or B,Question,Contestant,Contestant Answer,Panelist 1,Panelist 1 Answer,Panelist 1 Matched,Panelist 2,Panelist 2 Answer,Panelist 2 Matched,Panelist 3,Panelist 3 Answer,Panelist 3 Matched,Panelist 4,Panelist 4 Answer,Panelist 4 Matched,Panelist 5,Panelist 5 Answer,Panelist 5 Matched,Panelist 6,Panelist 6 Answer,Panelist 6 Matched
75,393,474,2,A,"Every year, just like clockwork, Zsa Zsa gets married, goes to Niagara Falls, and loses her blank.",Todd Thompson,husband,Avery Schreiber,lashes,no,Brett Somers,innocence,no,Gary Burghoff,husband,yes,Trish Stewart,rocks,no,Richard Dawson,interest,no,Patti Deutsch,mother,no
75,393,474,2,B,"Fay Wray said, ""King Kong's hair was messy, and I couldn't find a big enough comb, so I hired a farmer to comb Kong's hair with a blank.""",Janet Ryan,rake,Avery Schreiber,tractor,no,Brett Somers,pitchfork,no,Gary Burghoff,rake,yes,Trish Stewart,rake,yes,Richard Dawson,rake,yes,Patti Deutsch,tractor,no
75,393,475,1,B,"I have a letter here, to Dear Abby: Dear Abby, my husband thinks that I'm a cow. What should I do? Signed, Bessie. Dear Bessie, you have nothing to worry about until your husband brings home a blank.",Sally Brooks,bull,Avery Schreiber,bucket,no,Brett Somers,bull,yes,Gary Burghoff,butcher's knife,no,Trish Stewart,bull,yes,Richard Dawson,bull,yes,Patti Deutsch,milking stool,no
75,393,475,1,A,"Dr. Frankenstein said, ""Ah! I finally figured out why my monster is always grabbing pretty girls. I got his brain from blank.""",Janet Ryan,richard,Avery Schreiber,tijuana,no,Brett Somers,gene rayburn,no,Gary Burghoff,richard,yes,Trish Stewart,gene,no,Richard Dawson,gene rayburn,no,Patti Deutsch,georgie jessell,no
75,394,475,2,B,"Tinker Bell said, ""One thing I've got to remember is not to play blank with Captain Hook.""",Sally Brooks,patty cake,Avery Schreiber,patty cake,yes,,,,Gary Burghoff,ping pong,no,,,,,,,Patti Deutsch,patty cake,yes
75,394,475,2,A,"The Texan says, ""I don't like to brag that my new car is big, but you can actually blank in the glove compartment.""",Janet Ryan,sleep,Avery Schreiber,barbecue,no,Brett Somers,swim,no,Gary Burghoff,drill oil,no,Trish Stewart,sleep,yes,Richard Dawson,sit,no,,,
75,394,476,1,A,"At the hobo camp, Annie said to Hank, ""This tea you just brewed is awful. How did you make it?"" and Hank said, ""Well, I didn't have a tea bag so I steeped my blank in a pot of hot water.""",Vivian Ridgeway,cigar,Avery Schreiber,socks,no,Brett Somers,sock,no,Gary Burghoff,sock,no,Trish Stewart,butt,yes,Richard Dawson,sock,no,Patti Deutsch,cigar butt,yes
75,394,476,1,B,"Marie said, ""My husband the animal trainer has finally lost his mind. He just spent the last six months trying to teach a blank to tap dance.""",Sally Brooks,elephant,Avery Schreiber,monkey,no,Brett Somers,elephant,yes,Gary Burghoff,gorilla,no,Trish Stewart,penguin,no,Richard Dawson,snake,no,Patti Deutsch,fish,no
75,394,476,2,A,"The cowboy was so absent-minded, he put his girlfriend in the barn and took his horse to blank.",Vivian Ridgeway,bed,Avery Schreiber,bed,yes,Brett Somers,bed,yes,Gary Burghoff,the square dance,no,,,,Richard Dawson,beddy byes,yes,,,
75,395,476,2,B,"What do you get when a Czechoslovakian jumps from a 100-foot tower into a damp sponge? The answer, a Czech that blanks.",Sally Brooks,bounces,Avery Schreiber,bounces,yes,,,,Gary Burghoff,bounces,yes,Trish Stewart,doesn't bounce,no,Richard Dawson,bounces,yes,Patti Deutsch,bounces,yes
75,395,476,tie1,A,"Farmer Brown's cow is so stupid, Farmer Brown had to teach it how to blank.",Vivian Ridgeway,be milked,Avery Schreiber,chew,no,Brett Somers,chew her cud,no,Gary Burghoff,moo,no,Trish Stewart,moo,no,Richard Dawson,moo,no,Patti Deutsch,moo,no
75,395,476,tie1,B,"Big Chuck said, ""I've got my motorcycle helmet, my motorcycle boots, and my motorcycle jacket. Now all I need is a blank.""",Sally Brooks,motorcycle,Avery Schreiber,motorcycle,yes,Brett Somers,girl,no,Gary Burghoff,motorcycle,yes,,,,,,,,,
75,395,477,1,A,"Here's a poem for you: At a small cafe, where the food was stale, Patti Deutsch asked for what was on sale. Then Patti Deutsch turned very pale when she found she had eaten a barbecued blank.",Mary King,snail,Avery Schreiber,snail,yes,Brett Somers,snail,yes,Gary Burghoff,snail,yes,Trish Stewart,snail,yes,Richard Dawson,snail,yes,Patti Deutsch,baby whale,no
75,395,477,1,B,"Columbus said, ""Just my luck, I get three ships, and not a one of them has a blank.""",Sally Brooks,sail,Avery Schreiber,sail,yes,Brett Somers,sail,yes,Gary Burghoff,sail,yes,Trish Stewart,sail,yes,Richard Dawson,engine,no,Patti Deutsch,loo,no
75,396,477,2,A,"Pinocchio's girlfriend said, ""I like Pinocchio a lot, but I'm not seeing him anymore. The last time we went out, I got blank.""",Mary King,splinters,,,,,,,,,,,,,,,,Fannie Flagg,splinters,yes
75,396,477,2,B,"Jim said, ""My blind date for the dance was such a dog, instead of giving her a corsage, I gave her a blank.""",Sally Brooks,bone,,,,,,,,,,,,,Richard Dawson,bone,yes,Fannie Flagg,dog biscuit,no
75,396,478,1,A,"Grandma said, ""Grandpa is so forgetful that every single morning, I have to show him how to blank.""",Jackie Clark,get up,Clifton Davis,dress,no,Brett Somers,button his fly,no,Gary Burghoff,piddle,no,Jo Ann Pflug,shave,no,Richard Dawson,walk,no,Fannie Flagg,walk,no
75,396,478,1,B,"The magician's wife said, ""My husband's been acting weird lately. Last night, he came to bed with his blank.""",Mary King,rabbit,Clifton Davis,wand,no,Brett Somers,bunny,yes,Gary Burghoff,bunny,yes,Jo Ann Pflug,rabbit,yes,Richard Dawson,lady assistant,no,Fannie Flagg,rabbit,yes
75,396,478,2,A,"Count Dracula said, ""The Transylvania National Bank just foreclosed on my loan. By dark of night, they came and repossessed my blank.""",Jackie Clark,blood,Clifton Davis,casket,no,Brett Somers,casket,no,Gary Burghoff,coffin,no,Jo Ann Pflug,blood,yes,Richard Dawson,coffin,no,Fannie Flagg,coffin,no
75,397,479,1,A,"I have a job offer for Brett: ""Dear Ms. Somers, We have watched your work on Match Game and feel you belong in commercials. We'd like you to play the part of a lady whose blank is stopped up.""",Perry Jones,sink,Clifton Davis,sink,yes,Brett Somers,sink,yes,Gary Burghoff,drain,yes,Jo Ann Pflug,toilet,no,Richard Dawson,toidy,no,Fannie Flagg,brain,no
75,397,479,1,B,"As the frontier doctor bandaged the young cowboy's lip, he said, ""Boy, I don't care how lonely it is on the prairie, it was crazy of you to kiss a blank.""",Mary King,cactus,Clifton Davis,buffalo,no,Brett Somers,coyote,no,Gary Burghoff,cactus,yes,Jo Ann Pflug,snake,no,Richard Dawson,steer,no,Fannie Flagg,cartwright brother,no
75,397,479,2,A,"Shirley Temple said, ""Gee willikers! My mommy made me leave the Good Ship Lollipop because I got blank.""",Perry Jones,pregnant,,,,,,,,,,Jo Ann Pflug,sick,no,Richard Dawson,preggie,yes,Fannie Flagg,fat,no
75,397,479,2,B,I've got a riddle for you: What do you feed a catfish? The answer: a blankfish.,Mary King,tuna,Clifton Davis,mouse,no,Brett Somers,mouse,no,,,,Jo Ann Pflug,mouse,no,Richard Dawson,mouse,no,Fannie Flagg,fish,no
75,398,480,1,B,"Bert Parks said, ""I couldn't believe it. In the talent portion of the Miss America contest, Miss Iowa blanked an ear of corn.""",Judy Jennings,ate,Clifton Davis,peeled,no,Brett Somers,ate,yes,Gary Burghoff,shucked,no,Jo Ann Pflug,ate,yes,Richard Dawson,shucked,no,Fannie Flagg,ate,yes
75,398,480,1,A,"When Fannie Flagg roller skates, she falls down a lot, so she puts an extra pair of roller skates on her blank.",Perry Jones,breast,Clifton Davis,boobies,yes,Brett Somers,boobs,yes,Gary Burghoff,fanny,no,Jo Ann Pflug,fanny,no,Richard Dawson,derriere,no,Fannie Flagg,face,no
75,398,480,2,B,"Confucius say, ""Man who make date with chicken end up with blank on face.""",Judy Jennings,egg,Clifton Davis,egg,yes,,,,Gary Burghoff,egg,yes,,,,Richard Dawson,egg,yes,,,
75,398,480,2,A,"One stewardess said to the other, ""You'd better run into the cockpit and turn off the intercom. The passengers can hear the pilot blanking.""",Perry Jones,snoring,,,,,,,Gary Burghoff,snoring,yes,Jo Ann Pflug,snoring,yes,Richard Dawson,praying,no,Fannie Flagg,praying,no
75,399,481,1,B,"Dr. Wong said to Selma, ""I offer two different kinds of acupuncture. For one hundred dollars, I stick you with fine, delicate needle. For one dollar, I stick you with blank.""",Vicky Hacking,chopstick,Clifton Davis,nail,no,Brett Somers,stick,yes,Gary Burghoff,the bill,no,Jo Ann Pflug,knitting needle,no,Richard Dawson,knitting needle,no,Fannie Flagg,a chopstick,yes
75,399,481,1,A,"Fred said, ""I saw the strangest thing at the racetrack today. Just before the race, Horse #1 snuck out of his stall and blanked on Horse #6.""",Judy Jennings,tinkled,Clifton Davis,tinkled,yes,Brett Somers,jumped,no,Gary Burghoff,ran,no,Jo Ann Pflug,sat,no,Richard Dawson,tinkled,yes,Fannie Flagg,tinkled,yes
75,399,481,2,B,"Sylvia said, ""My husband Carl is a nut. When he sings in the shower, he insists on having a blank in there with him.""",Vicky Hacking,woman,Clifton Davis,accompanist,no,,,,Gary Burghoff,microphone,no,Jo Ann Pflug,orchestra,no,Richard Dawson,instrument,no,,,
75,399,482,1,A,"Inflation has gotten so bad, Brett traded her blank for a five-pound bag of sugar.",Don Robbins,wig,Clifton Davis,girdle,no,Brett Somers,wig,yes,Gary Burghoff,body,no,Jo Ann Pflug,wig,yes,Richard Dawson,wig,yes,Fannie Flagg,son,no
75,400,482,1,B,"A letter to Dear Abby: ""Dear Abby, my husband's been walking around on all fours lately. He thinks he's a horse. What should I do? Signed, Puzzled. Dear Puzzled, give him a blank.""",Judy Jennings,saddle,Clifton Davis,saddle,yes,Brett Somers,saddle,yes,Gary Burghoff,kick,no,Jo Ann Pflug,lump of sugar,no,Richard Dawson,carrot,no,Fannie Flagg,saddle,yes
75,400,482,2,A,"Chiquita Banana said, ""From now on, I’m staying away from the Jolly Green Giant. Yesterday, he tried to blank me.""",Don Robbins,eat,Clifton Davis,peel,no,,,,Gary Burghoff,peel,no,,,,,,,Fannie Flagg,peel,no
75,400,482,2,B,"The White House butler said, ""President Ford has a lot to learn. His first day in the White House, he heard there was a Presidential Seal, so he brought home a blank.""",Judy Jennings,fish,,,,,,,Gary Burghoff,ball,no,Jo Ann Pflug,fish,yes,Richard Dawson,fish,yes,,,
75,400,483,1,A,"Tonto said, ""Lone Ranger eat too much loco weed. Him go to New York City, become Lone Blanker.""",Pat Shrout,streaker,Clifton Davis,streetwalker,no,Brett Somers,smoker,no,Gary Burghoff,flasher,no,Jo Ann Pflug,mugger,no,Richard Dawson,mugger,no,Fannie Flagg,mugger,no
75,400,483,1,B,"Dumb Dora is so dumb, the other night her husband came home from work and found her blanking a shoe tree.",Judy Jennings,climbing,Clifton Davis,decorating,no,Brett Somers,planting,no,Gary Burghoff,planting,no,Jo Ann Pflug,picking,no,Richard Dawson,pruning,no,Fannie Flagg,planting,no
75,401,483,2,A,"The coach of the University of Downtown Burbank football team said, ""Team, once again you let me down. Other coaches get invited to play in the Rose Bowl, but me, I have to play in the Blank Bowl.""",Pat Shrout,toilet,Shecky Greene,toilet,yes,Brett Somers,terlet,yes,Gary Burghoff,toilet,yes,Elaine Joyce,weed,no,Richard Dawson,toidy,yes,Betty White,toilette,yes
75,401,483,2,B,"Orville Wright said, ""The first airplane flight Wilbur and I made was a disaster. Before we even got off the ground, my blank got caught in the propellor.""",Judy Jennings,scarf,Shecky Greene,tie,yes,Brett Somers,goggles,no,Gary Burghoff,brother,no,Elaine Joyce,zipper,no,Richard Dawson,scarf,yes,Betty White,scarf,yes
75,401,484,1,A,I have a riddle for you: What smells just awful and always points north? The answer: a magnetic blank.,Stormy Martell,horse,Shecky Greene,skunk,no,Brett Somers,fish,no,Gary Burghoff,kumquat,no,Elaine Joyce,dirty finger,no,Richard Dawson,skunk,no,Betty White,skunk,no
75,401,484,1,B,"Dr. Frankenstein said to his assistant, ""Tell me, Igor, what strange things have you been doing to my monster? This morning, I discovered he's blank.""",Pat Shrout,streaking,Shecky Greene,rusting,no,Brett Somers,crazed,no,Gary Burghoff,dead,no,Elaine Joyce,pregnant,no,Richard Dawson,gay,no,Betty White,pregnant,no
75,402,484,2,A,"At the bowling alley, George said to Bud, ""I can see this is the first time you've ever gone bowling. You're supposed to put your finger in the ball, not your blank.""",Stormy Martell,toe,Shecky Greene,toe,yes,Brett Somers,toe,yes,Gary Burghoff,toe,yes,Elaine Joyce,toes,yes,Richard Dawson,nose,no,Betty White,tongue,no
75,402,484,2,B,"Kate said, ""My husband thinks he's a dog, and I'm beginning to believe him. Last night, he brought home a blank.""",Pat Shrout,bone,Shecky Greene,bone,yes,Brett Somers,bone,yes,Gary Burghoff,bone,yes,Elaine Joyce,can of alpo,no,Richard Dawson,bone,yes,Betty White,bone,yes
75,402,485,1,A,"Betty White said, ""My husband Allen Ludden is not quite as funny as a barrel of monkeys, but he's just about as funny as a case of blank.""",Sandy Jasick,beer,Shecky Greene,nails,no,Brett Somers,coffins,no,Gary Burghoff,murder,no,Elaine Joyce,mumps,no,Richard Dawson,drano,no,Betty White,flu,no
75,402,485,1,B,"The White House butler said, ""Yesterday, President Ford got all mixed up. He put on his skis, then he went to the blank.""",Pat Shrout,bathroom,Shecky Greene,washroom,yes,Brett Somers,terlet,yes,Gary Burghoff,bathroom,yes,Elaine Joyce,pool,no,Richard Dawson,toidy,yes,Betty White,pool,no
75,402,485,2,A,The passengers on the airplane got very nervous when the pilot walked down the aisle wearing a blank.,Sandy Jasick,parachute,Shecky Greene,mae west,no,Brett Somers,parachute,yes,Gary Burghoff,[drawing of a parachute],yes,Elaine Joyce,parachute,yes,Richard Dawson,parachute,yes,Betty White,life jacket,no
75,403,485,2,B,"At the restaurant, Gertrude said to the waiter, ""Is this chicken fresh?"" and the waiter said, ""Lady, if it were any fresher, it would blank.""",Pat Shrout,cluck,,,,,,,,,,Elaine Joyce,lay an egg,no,,,,Betty White,cackle,yes
75,403,486,1,A,"Zsa Zsa said, ""Darling, my new husband is a real practical joker. During our wedding reception, he glued my blanks together.""",Terry Cluck,boobies,Shecky Greene,rings,no,Brett Somers,stones,no,Gary Burghoff,rocks,no,Elaine Joyce,ex-husbands,no,Richard Dawson,boobs,yes,Betty White,boobs,yes
75,403,486,1,B,"Jacques Cousteau the famous scuba diver said, ""Tonight is the grand costume ball, and I know just what to wear. I will pump my wetsuit full of air, and I will go as blank.""",Pat Shrout,jackie gleason,Shecky Greene,balloon,no,Brett Somers,penguin,no,Gary Burghoff,blowfish,no,Elaine Joyce,submarine,no,Richard Dawson,moby dick,no,Betty White,a balloon,no
75,403,486,2,B,"You all remember Fanne Foxe the Argentinian bombshell? Wilbur Mills just got her an important job in Washington, and now she's Fanne Foxe, the Blanker of the House.",Terry Cluck,streaker,Shecky Greene,speaker,no,Brett Somers,stripper,no,Gary Burghoff,streaker,yes,Elaine Joyce,streaker,yes,,,,,,
75,404,486,2,A,They took the organ grinder away when they caught him blanking his monkey.,Pat Shrout,kissing,Shecky Greene,beating,no,Brett Somers,winding,no,Gary Burghoff,cranking,no,Elaine Joyce,stealing coins,no,Richard Dawson,romancing,no,Betty White,kissing,yes
75,404,487,1,A,"The beachcomber said, ""A bottle washed up on shore today, and it must have come from the doctor. There was a blank in the bottle.""",Philip Harper,prescription,Shecky Greene,prescription,yes,Brett Somers,specimen,no,Gary Burghoff,prescription,yes,Elaine Joyce,specimen,no,Richard Dawson,bill,no,Betty White,specimen,no
75,404,487,1,B,"Ellen said, ""I'm really thrilled to be named Queen of the Supermarket, but do I have to wear a crown made out of blank?""",Terry Cluck,groceries,Shecky Greene,cabbage,no,Brett Somers,lettuce,no,Gary Burghoff,margarine,no,Elaine Joyce,fruit,no,Richard Dawson,toidy rolls,no,Betty White,onions,no
75,404,487,2,B,"You all remember Jonah and the whale? The whale said, ""I never want to see Jonah again. I don't know what Jonah was doing inside me, but it made me blank.""",Philip Harper,sick,,,,Brett Somers,belch,no,,,,Elaine Joyce,seasick,yes,Richard Dawson,queasy,yes,Betty White,sick,yes
75,404,487,2,A,"Dumb Dora was so dumb, she went all the way to Paris to get a French blank.",Terry Cluck,brassiere,Shecky Greene,pastry,no,Brett Somers,poodle,no,,,,Elaine Joyce,kiss,no,Richard Dawson,kiss,no,Betty White,fry,no
75,405,488,1,B,"At the wedding, as soon as the bride's family saw what the groom looked like, they threw blank out the window.",Anita Valenzuela,rice,Shecky Greene,rice,yes,Brett Somers,the dowry,no,Gary Burghoff,up,no,Elaine Joyce,him,no,Richard Dawson,him,no,Betty White,him,no
75,405,488,1,A,"I have a TV Guide listing for you: Thursday night, ABC, Streets of San Francisco. Guest star: Brett Somers. Brett gets arrested for blanking on the streets of San Francisco.",Philip Harper,streaking,Shecky Greene,walking,no,Brett Somers,streaking,yes,Gary Burghoff,hooking,no,Elaine Joyce,hustling,no,Richard Dawson,cruising,no,Betty White,streaking,yes
75,405,488,2,A,"The absent-minded photographer put his camera in the coffee, then he tried to take a picture with a blank.",Anita Valenzuela,coffee pot,,,,Brett Somers,spoon,no,Gary Burghoff,spoon,no,Elaine Joyce,spoon,no,Richard Dawson,spoon,no,Betty White,spoon,no
75,406,489,1,B,"Sheila always has to know what time it is. When she's at the beach, she uses her husband's blank as a sundial.",Sherry Davis,sunburn line,Bob Barker,nose,no,Brett Somers,nether region,no,Gary Burghoff,navel,no,Rona Barrett,derriere,no,Richard Dawson,body,yes,Fannie Flagg,nose,no
75,406,489,1,A,"Carol said, ""Bob is really shy. When he proposed to me, he was under my blank.""",Philip Harper,bed,Bob Barker,window,no,Brett Somers,bed,yes,Gary Burghoff,dress,no,Rona Barrett,window,no,Richard Dawson,dress,no,Fannie Flagg,sofa,no
