Season,Episode,Game,Round,Question,Question Text,Contestant ID,Contestant Answer,Panelist 1 Answer,Panelist 1 Matched,Panelist 2 Answer,Panelist 2 Matched,Panelist 3 Answer,Panelist 3 Matched,Panelist 4 Answer,Panelist 4 Matched,Panelist 5 Answer,Panelist 5 Matched,Panelist 6 Answer,Panelist 6 Matched,Alternate Panelist,Alternate Panelist Position,Notes
74,224,287,2,B,"When Mickey Mouse got his first haircut, he moved around in the chair so much the barber accidentally cut off his blank.",286,ear,,,,,,,ears,yes,,,ear,yes,,,
74,224,287,2,A,"When the sheik left Egypt, he took along a huge suitcase with his blank inside.",283,harem,harem,yes,wives,yes,harem of wives,yes,wives,yes,harem,yes,harem,yes,,,
74,224,287,tie1,B,"Jack said, ""Last year, I went on the garlic diet. Boy, did I lose blank.""",286,girlfriends,friends,no,friends,no,friends,no,friends,no,friends,no,friends,no,,,
74,224,287,tie1,A,"When the old hockey referee retired from the game, he couldn't make a speech because he had a blank in his throat.",283,puck,puck,yes,,,,,,,,,,,,,
74,224,288,1,A,"Nutty Nelson is a rotten shot. The last time he came home from a hunting trip, he had a blank strapped to the fender of his car.",287,person,horse,no,bear trap,no,side of a barn,no,euell gibbons,no,man,yes,hunter,yes,,,
74,225,288,1,B,"Irving fell asleep in the delicatessen and dreamed about Martians. Instead of a flying saucer, they invaded Earth in a giant flying blank.",283,bagel,bagel,yes,pastrami,no,bagel,yes,bagel,yes,bagel,yes,salami,no,,,
74,225,288,2,A,"Janet's carpet was so deep, she lost her blank in it.",287,husband,ring,no,baby,no,virtue,no,,,,,,,,,
74,225,289,1,B,"When Methuselah got a pair of sneakers for his 900th birthday, he put them on, went right outside, and started blanking.",288,jogging,streaking,no,dancing,no,streaked on the bible belt,no,jogging,yes,streaking,no,sneaking,no,,,
74,225,289,1,A,"Stephanie said, ""I'll never go to that discount dentist again. Instead of filling my teeth with gold or silver, that cheapo filled them with blank.""",283,cement,silly putty,no,cement,yes,lead,no,mud,no,lead,no,pennies,no,,,
74,225,289,2,B,"Fred said, ""I don't date the Bobbsey twins anymore because now they're both blank.""",288,married,expecting,no,married to dinah,no,gay,no,,,married,yes,married,yes,,,
74,226,289,2,A,"Norman said, ""My wife has a weird sense of humor. At the party, when I put a lampshade on my head, she plugged my blank into the wall socket.""",283,finger,nose,no,,,toe,no,toe,no,zipper,no,,,,,
74,226,290,1,A,"Zelda said, ""I think my new dentist is nearsighted. Instead of pulling my tooth, he tried to yank my blank.""",289,toe,tongue,no,ear off,no,ear,no,button,no,tongue,no,nose,no,,,
74,226,290,1,B,"Ed Sullivan said, ""Tonight, right here on this very stage, King Kong will blank The Lennon Sisters.""",288,squeeze,eat,no,jump on,no,kiss,no,ravage,no,marry,no,squeeze,yes,,,
74,226,290,2,A,The three blind mice have three little blanks.,289,canes,tails,no,white canes,yes,canes,yes,glasses,no,seeing eye dogs,no,seeing eye cats,no,,,
74,226,290,2,B,The absent-minded businessman took his letters to lunch and stuffed his blank into the mailbox.,288,lunch,secretary,no,secretary,no,sandwich,yes,sandwich,yes,,,,,,,
74,227,291,1,A,"Dumb Dora couldn't find her bowling ball, so she rolled a blank down the alley.",286,pencil,drunk,no,balloon,no,marble,no,tire,no,watermelon,no,watermelon,no,,,
74,227,291,1,B,"Tarzan said, ""Never turn your back on a man-eating plant. A big one just ate my blank.""",288,treehouse,coconuts,no,jane,no,loin cloth,no,pants,no,jane,no,loin cloth,no,,,
74,227,291,2,B,"Sweet Leilani said to Fred, ""If you weren't drunk at the luau last night, how come you tried to blank my grass skirt?""",286,cut,smoke,no,mow,yes,pull off,no,pull off,no,mow,yes,mow,yes,,,
74,227,291,2,A,"Melvin said, ""I've stopped going to Dr. Hackenbush because I don't have much blank left.""",288,health,money,no,time,no,money,no,health,yes,cash,no,,,,,
74,228,292,1,A,"Mrs. Colonel Sanders said, ""The old colonel is getting on in years. Now every time he blanks, he goes, 'Crunch!'""",290,sneezes,sits down,no,fries a chicken,no,makes love,no,chews,no,falls,no,sits,no,,,
74,228,292,1,B,Bert Convy has Tattletales printed on the back of his jacket and a CBS eye tattooed on his blank.,286,chest,belly button,no,backside,no,chest,yes,behind,no,rear,no,navel,no,,,
74,228,292,2,A,"Hey, here's a cheerful little poem from Smokey the Bear: ""My house burned down and that's not funny. I lost my wife and I lost my blank.""",290,money,bunny,no,honey,no,money,yes,tummy,no,honey,no,money,yes,,,
74,228,292,2,B,"Tonto said, ""Lone Ranger act weird. Last night I catch him blanking horse's tail.""",286,kissing,kissing,yes,pulling,no,,,pulling,no,brushing and combing,no,braiding,no,,,
74,228,292,tie1,A,"As soon as the skydiver jumped out of the plane, he realized he had forgotten his blank.",290,parachute,parachute,yes,parachute,yes,parachute,yes,passport,no,chute,yes,chute,yes,,,
74,229,292,tie1,B,The Galloping Gourmet made headlines when he blanked a kangaroo.,286,cooked,stuffed,no,cooked,yes,cooked,yes,climbed into,no,cooked,yes,cooked,yes,,,
74,229,293,1,B,"Stanley said, ""I crashed my car into the back of a circus van, and now I’m being sued for whiplash by a blank.""",291,giraffe,giraffe,yes,contortionist,no,acrobat,no,lion,no,giraffe,yes,giraffe,yes,,,
74,229,293,1,A,Richard Dawson eats pickles and peanut butter because he's blank.,290,pregnant,pregnant,yes,deranged,no,pregnant with hunger,yes,jewish,no,with child,yes,pregnant,yes,,,
74,229,293,2,B,"After Selma married the surgeon, she said, ""Every night, it's just like an operation. The first thing he does is blank me.""",291,examines,,,sterlize,no,anesthetize,no,remove,no,,,,,,,
74,230,294,1,B,"When the 102-year-old lady went to the department store, she lost her blank in the revolving door.",292,false teeth,teeth,yes,virtue,no,cane,no,cane,no,dress,no,cane,no,,,
74,230,294,1,A,"Just before every show, Johnny Olson blanks his tongue.",290,brushes,oils,no,oils,no,sprays,no,exercises,no,oils,no,exercises,no,,,
74,230,294,2,B,"Jack said, ""When that opera singer hits a high note, she opens her mouth so wide you can see all the way down to her blank.""",292,navel,,,intestinal tract,no,toes,no,navel,yes,feet,no,toes,no,,,
74,230,294,2,A,"The astronauts radioed back from the moon, ""This place must be inhabited by giant green birds. We just landed in a crater full of giant green blank.""",290,fertilizer,chlorophyll,no,bird doo doo,yes,eggs,no,eggs,no,feathers,no,bird feathers,no,,,
74,230,295,1,A,"The butcher was so nearsighted, when Fat Fannie walked into his butcher shop, he tried to blank her.",293,make chops out of,marinate,no,carve,no,slice,no,slice,no,carve,no,weigh,no,,,
74,231,295,1,B,"How to streak: 1, take off your clothes, 2, run as fast as you can, 3, look out for blanks.",292,dogs,the law,no,cops,no,cops,no,drafts,no,cops,no,stairs,no,,,
74,231,295,2,B,"On the battleship, one sailor said to another, ""I'm worried about the captain. Here we are in the middle of a battle, and he's blanking off the starboard bow.""",293,kissing,barfing,no,saluting,no,fishing,no,fishing,no,dancing,no,jumping,no,,,
74,231,295,2,A,"Bernard said, ""I don't know about Pierre, my new hairdresser. He does a terrific job, but he sure blanks funny.""",292,kisses,talks,no,talks,no,walks,no,walks,no,talks,no,teases,no,,,
74,231,295,tie1,B,"Robinson Crusoe put this ad in the paper: ""For sale, cheap: one knife. Used only on blank.""",293,friday,friday,yes,fridays,yes,friday,yes,coconuts,no,friday,yes,fridays,yes,,,
74,231,295,tie1,A,"The post office worker said, ""Hey, here's a package marked 'Glass.' Let's blank it.""",292,break,smash,yes,break,yes,break,yes,break,yes,drop,no,mark it fragile so it won't break,no,,,
74,232,296,1,A,"They just opened the first McDonald's at the North Pole. Instead of hamburgers, they sell blank burgers.",294,ice,whale,no,seal,no,blubber,no,ice,yes,polar bear,no,blubber,no,,,
74,232,296,1,B,"As Count Dracula bent over his latest victim, he stopped and said, ""I changed my mind about biting your neck. I just discovered you have blank.""",293,weak blood,dandruff,no,buzzies,no,a hickey already,no,no neck,no,the heartbreak of psoriasis,no,no neck,no,,,
74,232,296,2,A,"The circus barker said, ""All right folks, step right up folks, and see Weird Wilma, the girl with both her blanks on one side.""",294,breasts,arms,no,legs,no,boobs,yes,,,boobs,yes,boobies,yes,,,
74,232,296,2,B,"Now that Kitty is leaving the Gunsmoke series, Marshal Dillon won't have anybody to blank anymore.",293,love,play with,no,kick around,no,kiss,no,kiss,no,,,,,,,
74,233,297,1,B,"What to do when the party's over: 1, thank the host or hostess, 2, take the lampshade off your head, 3, get your blank out of the punch bowl.",295,bottom,face,no,behind,yes,car key,no,wig,no,hand,no,mate,no,,,
74,233,297,1,A,"The psychiatrist said, ""Mrs. Harris, I have good news and bad news. The bad news is, your husband still thinks he's a dog. The good news is, I've taught him how to blank.""",294,bark,go on paper,no,bark,yes,go on the paper,no,eat alpo,no,fetch slippers,no,fetch,no,,,
74,233,297,2,B,"Sammy, the world's dumbest skin diver, said, ""My flippers were always falling off, so I blanked them to my feet.""",295,tied,glued,no,,,glued,no,stapled,no,glued,no,glued,no,,,
74,233,297,2,A,"An item from the personals column in the newspaper: ""Lady with cucumber wishes to meet man with vinegar. Object: blank.""",294,pickles,salad,no,,,make whoopee salad,no,marriage,no,dill pickles,yes,salad,no,,,
74,234,298,1,B,"Say, did you know, in the next Olympic games, they're going to have a streaking event? The streakers will wear numbers on their blanks.",296,bottoms,fannies,yes,persons,no,rears,yes,foreheads,no,derrieres,yes,bodies,no,,,
74,234,298,1,A,"Sherlock Holmes said, ""I'll never lend my pipe to the delicatessen owner again. He smoked blank in it.""",294,corned beef,salami,no,jewish grass,no,kosher grass,no,chopped liver,no,herring,no,salami,no,,,
74,234,298,2,B,"After being trapped on a desert island for six years, Frank said, ""I'm perfectly normal in every way, except I plan on marrying a blank.""",296,camel,,,palm tree,no,,,palm tree,no,,,palm tree,no,,,
74,234,298,2,A,"The cannibal said to his wife, ""I'm not very hungry tonight, dear. I think I'll just eat a blank.""",294,toe,lady finger,no,missionary's leg,no,bad baby,no,midget,no,toe,yes,,,,,
74,234,299,1,B,"Henry doesn't know his own strength. When he slammed the front door, his blank fell down.",297,door,horseshoe,no,trousers,no,pants,no,house,no,house,no,house,no,,,
74,235,299,1,A,"When Charles Nelson Reilly went to the masquerade ball, he painted stripes all over his body and pretended to be a blank.",296,zebra,zebra,yes,zebra,yes,prisoner,no,zebra,yes,lady zebra,yes,zebra,yes,,,
74,235,299,2,B,"Barry the practical joker said, ""I worked out a great new gag. When anybody sits on my blank, it plays The Star-Spangled Banner.""",297,bed,w.c. seat,no,beddy bye,yes,john,no,harmonica,no,,,,,,,
74,235,300,1,A,"Brett Somers had some friends over last night for a home-cooked meal. I saw one of them today, and he couldn't stop blanking.",298,barfing,throwing up,yes,crying,no,belching,no,getting sick,yes,belching,no,throwing up,yes,,,
74,235,300,1,B,"Consuela said, ""Dr. Welby, that patient has been dead for six months. Why don't you stop blanking him?""",296,trying to revive,massaging,no,treating,no,prescribing to,no,talking to,no,treating,no,charging,no,,,
74,235,300,2,A,It is a little-known fact of history that Euell Gibbons ate Lady Godiva's blank.,298,horse,,,horse,yes,hair,no,,,clothes,no,,,,,
74,236,300,2,B,"Captain Hook said to Tinker Bell, ""Why'd you tie a string around my hook?"" and Tinker Bell said, ""To remind you, Captain Hook, that when your blank itches, don't scratch it!""",296,bottom,eye,no,eye,no,nose,no,fanny,yes,butt,yes,nose,no,,,
74,236,301,1,B,"The loan shark said to Tarzan, ""I'll give you the loan, but I'll have to hold your blank as collateral.""",299,wife jane,chimp,no,cheetah,no,chimp,no,jane,yes,loin cloth,no,cheetah,no,,,
74,236,301,1,A,"Jessica said, ""It's terrible being married to a baseball umpire. In the middle of the night, he wakes me up and yells 'blank!'""",298,ball,out,no,you're out,no,ball,yes,you're out,no,out,no,you're out,no,,,
74,236,301,2,B,"Geppetto the wood carver said, ""Boy, that was some crazy party last night. Pinocchio unscrewed his blank.""",299,nose,nose,yes,head,no,nose,yes,,,head,no,nose,yes,,,
74,237,301,2,A,"When Paul joined the police department, his first assignment was to blank all the streakers.",298,clothe,arrest,no,dress,yes,,,join,no,infiltrate,no,arrest,no,,,
74,237,302,1,B,"Rudy said, ""Last night, my wife's hair caught fire. I put out the flames by blanking on her head.""",300,tinkling,stomping,no,spitting,no,stomping,no,sitting,no,watering,no,pouring water,no,,,
74,237,302,1,A,"Today is the first birthday of Match Game. We couldn't afford a cake, so after the show, we're serving a big plate of blank with one candle stuck in it.",299,spaghetti,ice cream,no,goodson and todman,no,spaghetti,yes,matches,no,spaghetti,yes,spaghetti,yes,,,
74,237,302,2,B,"The Martian said, ""On Mars, all the women have light bulbs instead of blanks.""",300,breasts,breasts,yes,bosoms,yes,boobs,yes,bosoms,yes,boobs,yes,breasts,yes,,,
74,237,302,2,A,"The blacksmith said, ""I ran out of horses, so to keep in practice, I put horseshoes on my blank.""",299,kids,dog,no,,,,,wife,no,,,,,,,
74,238,303,1,B,Times have gotten so tough in Las Vegas that all the gambling casinos have to share one blank.,301,lady of the evening,deck of cards,no,crap shooter,no,roulette wheel,no,dealer,no,gambler,no,slot machine,no,,,
74,238,303,1,A,"Charles Nelson Reilly said, ""I'm the world's greatest ventriloquist, and one of these people is the world's greatest dummy. You may have noticed that when blank speaks, my lips never move.""",300,brett,brett,yes,gene,no,charley mcbrett,yes,brett,yes,brett,yes,brett,yes,,,
74,238,303,2,B,"Euell Gibbons said to the waitress, ""Don't bother bringing me any food. I'm just going to eat the blank.""",301,table,silverware,no,table,yes,table,yes,table,yes,flowers,no,toothpick,no,,,
74,238,304,1,B,Lester had a wall telephone installed in a very strange place. The only way you could use it is to stand in the blank.,302,bathroom,bathtub,no,sink,no,tub,no,johnny,no,bath,yes,shower,no,,,
74,239,304,1,A,"The nurse said, ""Dr. Higgins, I'm afraid Mr. Duffy was very upset that you laughed at his blank.""",300,sickness,nose,no,rash,no,fever,no,nose,no,body,no,problem,no,,,
74,239,304,2,B,"Confucius say, ""He who live with cow soon begin to blank.""",302,moo,smell like one,no,act like bull,no,moo,yes,moo,yes,,,eat hay,no,,,
74,239,304,2,A,"The sleepwalker walked into the Mayo Clinic, and when he woke up, his blank was gone.",300,appendix,tumor,no,head,no,illness,no,big toe,no,,,,,,,
74,239,305,1,B,"Fred's wife is so ugly, strangers often mistake her for blank.",303,frankenstein,the dog,no,jack klugman,no,mrs. jack klugman,no,his dog,no,fred,no,his dog,no,,,
74,239,305,1,A,"Here's a TV Guide listing: Thursday night, NBC, Ironside. Chief Ironside enters the Soap Box Derby and somebody blanks his wheels.",302,oils,steals,no,greases,yes,steals,no,stole,no,locks,no,spikes,no,,,
74,240,305,2,A,"Ben, who worked for Consumer Reports, said, ""We had a wonderful time at the office. We spent the entire day testing blank.""",303,the secretaries,products,no,gordon's vodka,no,broads,yes,booze,no,booze,no,tv sets,no,,,
74,240,305,2,B,"Fay Wray said, ""King Kong always carries me in his hand because once he let me ride on his blank, and I bit him.""",302,neck,nose,no,,,back,no,finger,no,shoulder,no,back,no,,,
74,240,305,tie1,B,"Tony said, ""You should've been at Scarface's birthday party. When they gave him the cake, instead of blowing out the candles, Scarface blanked them out.""",303,shot,shot,yes,shot,yes,shot,yes,stomped,no,shot,yes,shot 'em,yes,,,
74,240,305,tie1,A,The old organ grinder got so hungry he ate his blank.,302,monkey,monkey,yes,monkey,yes,monkey,yes,monkey,yes,monkey,yes,organ grinder,no,,,
74,240,305,tie2,B,"Hilda called to Sally, ""Hey, this phone call's for you! There's a guy blanking on the other end.""",303,swearing,breathing,no,inhaling,no,breathing heavy,no,yodeling,no,uttering obscenities,yes,blowing kisses,no,,,
